exp_id,method,method_slug,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,delta
0,Group Conformal (random),group_conformal_random,8.32859866126265,146.2258781249679,8442897.958898785,8422933.213312875,8442897.958898785,0.0023646792467586727,True,121.96469807624817,114,0,0,37,2088834.023809524,0.0,0.0,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,Group Conformal (fixed),group_conformal_fixed,15.283223930452401,233.17280126137774,13098087.605991507,12898231.205790142,13098087.605991507,0.015258441248319663,True,120.98130989074707,121,2,0,22,2222097.7071428574,163386.4,0.0,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,Group Conformal (oracle),group_conformal_oracle,22.005821856836814,319.5617003681235,17492705.425309606,17532775.500473674,17492705.425309606,-0.0022906734087051192,False,71.50685596466064,107,1,16,28,2353548.123809524,43344.8,376805.04000000004,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,Bonferroni,bonferroni,18.72918733624749,,54207245.85165574,54207245.85165568,54207245.85165574,1.0995696947693208e-15,False,0.35862302780151367,117,65,52,17,3036072.273809524,259741.82666666666,160418.95500000002,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,MaxRank,maxrank,10.325398844225042,,30701793.066185404,30701793.066185404,30701793.066185404,0.0,False,0.33495497703552246,114,30,84,19,3034314.9404761908,143200.36000000002,276990.69,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,CI,ci,8.507157914915426,,26773322.919943806,26773322.919943806,26773322.919943806,0.0,False,0.3495919704437256,129,79,50,24,2994082.4404761908,273208.6533333333,146954.17500000002,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,Co-Optimized,co_optimized,,,910110.6187475205,910110.6187475205,910110.6187475205,0.0,False,0.1028599739074707,78,56,22,16,2525436.928571429,191823.36952380952,228393.07831168832,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
0,Planning-only,planning_only,,,0.0,0.0,0.0,1.705220313503606e-05,False,1.458712100982666,240,240,0,0,2743088.5157142864,420133.41913419915,0.0,240.89999999999998,240.89999999999998,420218.6573917749,0.3,0.3,0.1,0.9,0.8,0.9
