exp_id,method,method_slug,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,delta
0,Group Conformal (random),group_conformal_random,8.32859866126265,146.2258781249679,4785505.798510766,4789931.330128884,4785505.798510766,-0.0009247782375471152,False,32.05867385864258,191,1,43,78,1496859.973809524,8655.75,831621.3333333334,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,Group Conformal (fixed),group_conformal_fixed,15.283223930452401,233.17280126137774,6488444.502086299,6519508.221732199,6488444.502086299,-0.0047875449402260285,False,41.65358519554138,161,1,47,71,1629196.8904761907,7259.400000000001,832892.7666666667,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,Group Conformal (oracle),group_conformal_oracle,22.005821856836814,319.5617003681235,7990172.055965509,8152945.731571808,7990172.055965509,-0.020371735985931793,False,52.103057861328125,234,0,43,67,1644396.0666666671,0.0,840088.4,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,Bonferroni,bonferroni,18.72918733624749,,42289780.7068082,42289780.70680824,42289780.7068082,-8.808961021314027e-16,False,0.3338329792022705,200,4,196,27,2994264.3404761907,9033.300000000001,831340.655952381,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,MaxRank,maxrank,10.325398844225042,,24067470.53038119,24067470.530381188,24067470.53038119,1.5478528554794957e-16,False,0.31672072410583496,160,2,158,28,2797643.7452380955,548.5383116883118,839860.5452380952,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,CI,ci,8.507157914915426,,21779210.49698395,21779210.496983938,21779210.49698395,5.13143986414632e-16,False,0.32965588569641113,175,0,175,29,2792259.3404761907,0.0,840360.2285714287,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,Co-Optimized,co_optimized,,,777532.8853053721,777532.8853053721,777532.8853053721,0.0,False,0.08597707748413086,153,10,143,49,2349871.5785714285,12857.520000000002,827569.3643939394,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
0,Planning-only,planning_only,,,0.0,0.0,0.0,6.92056592530256e-05,False,0.05206489562988281,321,321,0,2,2427810.6228571422,839193.051525974,0.0,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,Group Conformal (random),group_conformal_random,7.601131592984278,135.3776553190681,4294711.411407682,4431079.574464911,4294711.411407682,-0.03175257892649206,False,30.974649906158447,173,0,42,26,531335.8452380953,0.0,840174.7666666666,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,Group Conformal (fixed),group_conformal_fixed,13.825664706211166,213.31620382850133,6055864.176834203,6090823.851350905,6055864.176834203,-0.00577286304577884,False,35.72301697731018,237,11,50,67,440247.4309523809,28496.035714285717,811843.9333333333,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,Group Conformal (oracle),group_conformal_oracle,21.14230184229418,307.0458657026184,7497719.336616933,7716372.079066761,7497719.336616933,-0.02916256699313666,False,24.09659433364868,242,0,48,58,383036.57857142854,0.0,840340.6,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,Bonferroni,bonferroni,15.024092550815316,,40872784.071275756,40872784.07127577,40872784.071275756,-3.64574166708643e-16,False,0.32702088356018066,145,1,144,52,574236.0785714285,1324.8,839004.9476190477,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,MaxRank,maxrank,9.03842768693028,,21882708.987204686,21882708.98720467,21882708.987204686,6.809559640244131e-16,False,0.9039669036865234,145,0,145,61,468123.430952381,0.0,840270.1071428572,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,CI,ci,7.38409068981285,,20325626.506835103,20325626.5068351,20325626.506835103,1.8328046602692286e-16,False,0.3060009479522705,144,0,144,59,469625.47857142857,0.0,840431.487012987,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,Co-Optimized,co_optimized,,,743300.2401441743,743300.2401441743,743300.2401441743,0.0,False,0.07794904708862305,133,1,132,60,625098.6142857142,522.0,839889.6643939395,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
1,Planning-only,planning_only,,,0.0,0.0,0.0,9.792975856941951e-06,False,0.05246996879577637,321,321,0,0,580658.7195238094,840272.9165259739,0.0,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,Group Conformal (random),group_conformal_random,6.400721266532009,116.15044813875393,3857127.6088240887,3860609.1954533323,3857127.6088240887,-0.000902637138910991,False,29.84723711013794,267,1,48,86,2170296.325,172251.0,668156.2333333334,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,Group Conformal (fixed),group_conformal_fixed,10.034131507032786,161.26132076070678,4482796.402284658,4486883.011523469,4482796.402284658,-0.0009116205314899039,False,26.908971071243286,271,0,52,87,2472041.7916666665,0.0,839623.6000000001,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,Group Conformal (oracle),group_conformal_oracle,15.08475856994656,226.98418437884476,5998656.360021157,6098539.251875679,5998656.360021157,-0.01665087743985547,False,34.74425911903381,264,2,45,93,2179893.8583333334,24417.0,815837.1333333333,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,Bonferroni,bonferroni,11.222856151300837,,32672527.26317801,32672527.26317789,32672527.26317801,3.648609383368097e-15,False,0.32451391220092773,144,3,141,67,3328554.3833333333,29406.6,810954.5750000001,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,MaxRank,maxrank,6.312754398517107,,17848054.07211461,17848054.072114617,17848054.07211461,-4.1744498121867776e-16,False,0.3193540573120117,134,5,129,39,3545938.225,5273.97,835152.317965368,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,CI,ci,5.470001752760959,,15992137.007848352,15992137.007848348,15992137.007848352,2.3294512150775587e-16,False,0.3283379077911377,153,1,152,47,3524247.083333333,2092.5,838194.992965368,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,Co-Optimized,co_optimized,,,632957.9653823508,632957.9653823508,632957.9653823508,0.0,False,0.09573507308959961,144,0,144,45,3594627.8166666664,0.0,840377.2964285715,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
2,Planning-only,planning_only,,,0.0,0.0,0.0,3.012955301222117e-05,False,0.05740714073181152,321,321,0,0,3432603.365833333,840086.9015259739,0.0,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,Group Conformal (random),group_conformal_random,7.150359358775551,126.93475672818565,4138955.3922307603,4179255.8929210575,4138955.3922307603,-0.009736877272450279,False,31.692502975463867,184,0,48,28,1029155.9261904767,0.0,840231.3,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,Group Conformal (fixed),group_conformal_fixed,12.702567086138986,196.475131179675,5339078.615668248,5422843.104309611,5339078.615668248,-0.015688940858736265,False,22.231110095977783,178,1,49,49,756496.5928571435,11929.5,828433.6000000001,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,Group Conformal (oracle),group_conformal_oracle,18.84847094252818,276.476128829298,6854287.404220069,6866967.514012739,6854287.404220069,-0.0018499530359440874,False,26.63990592956543,241,0,41,54,967780.1833333338,0.0,838620.1333333333,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,Bonferroni,bonferroni,15.016446780467279,,41050016.08255021,41050016.082550265,41050016.08255021,-1.2705004566523606e-15,False,0.34041905403137207,187,2,185,70,1332957.0595238102,2602.17,837692.9904761905,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,MaxRank,maxrank,6.634479733175073,,19289087.052773006,19289087.05277299,19289087.052773006,7.725177014899448e-16,False,0.3199939727783203,125,3,122,25,1618528.1595238103,4769.82,835633.9203463204,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,CI,ci,6.857015052434064,,19770754.712152317,19770754.712152347,19770754.712152317,-1.507394271063258e-15,False,0.3177909851074219,145,1,144,35,1582840.0428571433,708.3000000000001,839680.8917748919,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,Co-Optimized,co_optimized,,,656088.1698047802,656088.1698047802,656088.1698047802,0.0,False,0.12051987648010254,137,3,134,32,1615870.2309523814,31723.0875,808706.0036796537,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
3,Planning-only,planning_only,,,0.0,0.0,0.0,6.069313772053098e-05,False,0.05648016929626465,321,321,0,1,1232288.1676190475,839827.4165259739,0.0,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.9,1.0
