exp_id,method,method_slug,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,delta
0,Bonferroni,bonferroni,,,42289780.7068082,42289780.70680824,42289780.7068082,-8.808961021314027e-16,False,0.33897924423217773,200,4,,196,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,CI,ci,,,21446234.912915267,21446234.912915267,21446234.912915267,0.0,False,0.3286452293395996,175,0,,175,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,Co-Optimized,co_optimized,,,777532.8853053721,777532.8853053721,777532.8853053721,0.0,False,0.08496999740600586,153,10,,143,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,Group Conformal (fixed),group_conformal_fixed,,,5408847.473276237,5421592.422027329,5408847.473276237,-0.002356315058625994,False,38.42656683921814,183,2,,45,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,Group Conformal (oracle),group_conformal_oracle,,,6436373.81054835,6493223.399114095,6436373.81054835,-0.008832549233323838,False,24.650532722473145,212,0,,56,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,Group Conformal (random),group_conformal_random,,,4305994.275001778,4379913.181612892,4305994.275001778,-0.017166512979417112,False,24.158184051513672,206,2,,41,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,MaxRank,maxrank,,,20139407.309679493,20139407.309679467,20139407.309679493,1.294826192660602e-15,False,0.3389897346496582,162,3,,159,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
0,Planning-only,planning_only,,,0.0,0.0,0.0,2.8441855613906007e-05,False,0.04301118850708008,240,240,,0,,,,401.5,240.89999999999998,840437.3147835498,0.5,0.3,0.2,0.9,0.9,1.0
