exp_id,method,method_slug,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,delta
0,Group Conformal (random),group_conformal_random,8.32859866126265,146.2258781249679,4713422.547867131,4836382.882318125,4713422.547867131,-0.026087271659239294,False,14.305577993392944,287,0,45,106,1573311.1333333338,0.0,840229.2666666666,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,Group Conformal (fixed),group_conformal_fixed,15.283223930452401,233.17280126137774,6303738.449961884,6385129.258259852,6303738.449961884,-0.01291151416640083,False,18.340688943862915,243,0,43,93,1654844.590476191,0.0,839739.2666666666,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,Group Conformal (oracle),group_conformal_oracle,22.005821856836814,319.5617003681235,7774694.393174123,7884294.111979185,7774694.393174123,-0.014096980956741645,False,24.98466420173645,272,0,40,75,1624935.966666667,0.0,840398.7333333333,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,Bonferroni,bonferroni,18.72918733624749,,42288511.3930986,42288511.39309866,42288511.3930986,-1.4094760683658868e-15,False,0.3265800476074219,199,0,199,27,2994264.3404761907,0.0,840407.7749999999,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,MaxRank,maxrank,10.325398844225042,,24069384.50924462,24069384.50924461,24069384.50924462,4.643189314248269e-16,False,0.33174610137939453,159,0,159,28,2797643.7452380955,0.0,840305.2595238095,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,CI,ci,8.507157914915426,,21778586.580373634,21778586.580373604,21778586.580373634,1.368423165466233e-15,False,0.3745460510253906,176,1,175,29,2792259.3404761907,255.075,840181.061904762,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,Co-Optimized,co_optimized,,,777526.1054673253,777526.1054673253,777526.1054673253,0.0,False,0.0811769962310791,151,1,150,51,2347507.8285714285,624.15,839805.7477272728,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
0,Planning-only,planning_only,,,0.0,0.0,0.0,7.90088422490949e-05,False,0.06110191345214844,321,321,0,0,2535792.1457142862,840274.9910551948,0.0,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,Group Conformal (random),group_conformal_random,7.601131592984278,135.3776553190681,4374567.813378263,4376132.180968354,4374567.813378263,-0.00035760506107758954,False,16.77428889274597,162,0,56,27,524149.84523809527,0.0,840365.3333333333,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,Group Conformal (fixed),group_conformal_fixed,13.825664706211166,213.31620382850133,5719284.030958526,5890901.810946236,5719284.030958526,-0.030006864331049522,False,15.987503051757812,261,0,58,68,412865.430952381,0.0,839905.2666666666,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,Group Conformal (oracle),group_conformal_oracle,21.14230184229418,307.0458657026184,7691169.566418707,7883851.878022607,7691169.566418707,-0.025052407171620848,False,24.31852102279663,178,0,57,38,460876.71190476185,0.0,840188.5666666667,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,Bonferroni,bonferroni,15.024092550815316,,40873711.42562496,40873711.425624974,40873711.42562496,-3.6456589514662156e-16,False,0.3164370059967041,145,0,145,52,574236.0785714285,0.0,840318.9476190477,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,MaxRank,maxrank,9.03842768693028,,21882708.987204686,21882708.98720467,21882708.987204686,6.809559640244131e-16,False,0.3184959888458252,145,0,145,61,468123.430952381,0.0,840270.1071428572,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,CI,ci,7.38409068981285,,20327095.094280332,20327095.09428033,20327095.094280332,1.832672244205785e-16,False,0.31232404708862305,143,0,143,59,469625.47857142857,0.0,840431.880952381,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,Co-Optimized,co_optimized,,,743292.0531559172,743292.0531559172,743292.0531559172,0.0,False,0.07633781433105469,133,1,132,59,625678.6142857142,538.27,839889.6643939395,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
1,Planning-only,planning_only,,,0.0,0.0,0.0,2.4932807840875308e-05,False,0.052748918533325195,321,321,0,0,584958.1695238093,840062.7452218615,0.0,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
2,Group Conformal (random),group_conformal_random,6.400721266532009,116.15044813875393,3744129.12719231,3768033.0595074953,3744129.12719231,-0.00638437711498229,False,18.262985944747925,187,0,57,73,1933665.558333333,0.0,840314.2666666666,321.20000000000005,321.20000000000005,840437.3147835498,0.4,0.4,0.2,0.9,0.95,1.0
