exp_id,method,method_slug,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,delta
0,Group Conformal (random),group_conformal_random,8.32859866126265,146.2258781249679,4771457.986900273,4806630.4371630065,4771457.986900273,-0.0073714261677033325,False,35.6090726852417,176,1,42,76,1511251.4238095237,18507.899999999998,821918.7666666666,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,Group Conformal (fixed),group_conformal_fixed,15.283223930452401,233.17280126137774,6390378.826613767,6484298.350610718,6390378.826613767,-0.014697019776950938,False,21.161558866500854,168,1,46,57,1664859.3571428573,181820.5,658601.5666666667,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,Group Conformal (oracle),group_conformal_oracle,22.005821856836814,319.5617003681235,7918324.125435304,8144475.010183612,7918324.125435304,-0.028560448039991734,False,34.161436796188354,213,1,43,66,1652409.8904761907,181820.5,658600.5666666667,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,Bonferroni,bonferroni,18.72918733624749,,42289537.36182279,42289537.36182282,42289537.36182279,-7.04720936829155e-16,False,0.3517630100250244,199,7,192,27,2994264.3404761907,9841.778333333332,830573.175,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,MaxRank,maxrank,10.325398844225042,,24067053.27642678,24067053.276426777,24067053.27642678,1.5478796908264481e-16,False,0.3662109375,160,2,158,28,2797643.7452380955,730.4821428571429,839701.1036796537,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,CI,ci,8.507157914915426,,21778800.922637396,21778800.92263738,21778800.922637396,6.842048488702168e-16,False,0.342864990234375,176,2,174,29,2792259.3404761907,2506.8340909090907,837886.2285714287,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,Co-Optimized,co_optimized,,,777517.0948458635,777517.0948458635,777517.0948458635,0.0,False,0.09118175506591797,151,7,144,49,2349871.578571428,11937.668333333333,828467.5310606061,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
0,Planning-only,planning_only,,,0.0,0.0,0.0,4.973498544252591e-05,False,0.12412118911743164,321,321,0,0,2515154.3728571436,840402.5285551947,0.0,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
1,Group Conformal (random),group_conformal_random,7.601131592984278,135.3776553190681,4448900.65606736,4515685.013034226,4448900.65606736,-0.015011429143913662,False,28.10586428642273,179,0,46,28,516632.0452380953,0.0,840152.5,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
1,Group Conformal (fixed),group_conformal_fixed,13.825664706211166,213.31620382850133,5871420.925297298,5922376.307309364,5871420.925297298,-0.008678543517894065,False,25.273087978363037,194,0,45,33,495440.67857142864,0.0,840349.0,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
1,Group Conformal (oracle),group_conformal_oracle,21.14230184229418,307.0458657026184,7938199.339162307,8065204.659016889,7938199.339162307,-0.01599926059150641,False,57.17327308654785,256,1,41,82,334170.4,13907.05,826365.4333333333,401.5,321.20000000000005,840437.3147835498,0.5,0.4,0.2,0.95,0.95,1.0
