exp_id,method,method_slug,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,delta
0,Group Conformal (random),group_conformal_random,8.32859866126265,146.2258781249679,6770871.4588281,6860203.220731584,6770871.4588281,-0.013193539775003477,False,30.46257185935974,139,0,22,52,1857984.6904761905,0.0,630268.6666666667,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,Group Conformal (fixed),group_conformal_fixed,15.283223930452401,233.17280126137774,10016556.091898745,10092123.396290159,10016556.091898745,-0.007544240125858402,False,21.583683967590332,132,0,37,52,1956176.3571428573,0.0,630095.6000000001,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,Group Conformal (oracle),group_conformal_oracle,22.005821856836814,319.5617003681235,13447172.487493347,13563208.865501966,13447172.487493347,-0.008629054034708004,False,13.719638109207153,109,0,25,35,2205358.6785714286,0.0,630292.4333333333,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,Bonferroni,bonferroni,18.72918733624749,,48719880.90013521,48719880.90013518,48719880.90013521,6.117076199094855e-16,False,0.32342076301574707,154,1,153,22,3021257.9404761908,509.94000000000005,629802.2,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,MaxRank,maxrank,10.325398844225042,,27771178.9347305,27771178.934730425,27771178.9347305,2.6828463474433808e-15,False,0.34416818618774414,153,0,153,26,2989534.173809524,0.0,630194.1036796537,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,CI,ci,8.507157914915426,,24600522.73093668,24600522.730936676,24600522.73093668,1.5143134717934797e-16,False,0.35875391960144043,165,14,151,28,2983649.340476191,59467.29,570852.7619047619,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,Co-Optimized,co_optimized,,,850779.3050626363,850779.3050626363,850779.3050626363,0.0,False,0.0817568302154541,110,2,108,44,2409534.2452380955,4653.719999999999,625571.5417748919,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
0,Planning-only,planning_only,,,0.0,0.0,0.0,8.969286836151656e-05,False,0.043580055236816406,240,240,0,2,2560106.7228571433,628857.7865259739,0.0,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
1,Group Conformal (random),group_conformal_random,7.601131592984278,135.3776553190681,6254102.676602278,6264635.896431807,6254102.676602278,-0.001684209609947114,False,13.082734823226929,88,0,25,19,639344.3452380953,0.0,629975.9333333333,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
1,Group Conformal (fixed),group_conformal_fixed,13.825664706211166,213.31620382850133,9090827.638674567,9139774.375725683,9090827.638674567,-0.005384189316590396,False,56.36320996284485,132,0,27,25,627769.6785714286,0.0,630243.6,321.20000000000005,240.89999999999998,630327.9860876623,0.4,0.3,0.15,0.9,0.9,1.0
