scenario_slug,exp_id,method,method_slug,mht_method,alpha,B_budget_multiplier,C_budget_multiplier,W_cap_multiplier,effective_alpha,gamma_i_multiplier,delta,opt_cost,true_cost,x_size,y_size,z_star_size,z_size,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,K_groups,grouping_method,population_psps_actual,population_fast_trip,population_psps
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d0p9__expid0__aac8dafbbb,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.8,0.95,0.9,17519147.86246191,2157470.0238095243,179,0,50,27,22.005821856836814,319.5617003681235,17519147.86246191,17543061.446062904,17519147.86246191,-0.0013649969615379283,False,22.886255025863647,179,0,27,50,2157470.0238095243,0.0,419721.24,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d0p9__expid0__aac8dafbbb,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.8,0.95,0.9,54268429.93871592,3032787.7738095243,121,0,18,121,18.72918733624749,,54268429.93871592,54268429.938715905,54268429.93871592,2.745825005564965e-16,False,0.3151669502258301,121,0,121,18,3032787.7738095243,0.0,420116.91000000003,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d0p9__expid0__aac8dafbbb,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.8,0.95,0.9,30724176.85771258,3034881.540476191,113,0,18,113,10.325398844225042,,30724176.85771258,30724176.85771259,30724176.85771258,-2.4249894900124997e-16,False,0.31581902503967285,113,0,113,18,3034881.540476191,0.0,420152.9004545455,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d0p9__expid0__aac8dafbbb,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.8,0.95,0.9,26804526.587927125,3006910.2738095243,117,0,21,117,8.507157914915426,,26804526.587927125,26804526.58792712,26804526.587927125,1.3897989528902186e-16,False,0.30995607376098633,117,0,117,21,3006910.2738095243,0.0,420206.43000000005,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d0p9__expid0__aac8dafbbb,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.8,0.95,0.9,910667.5143449567,2525798.378571429,68,0,33,68,,,910667.5143449567,910667.5143449567,910667.5143449567,0.0,False,0.06852126121520996,68,0,68,33,2525798.378571429,0.0,420203.99902597396,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d0p9__expid0__aac8dafbbb,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.8,0.95,0.9,0.0,2756469.9409523797,240,160,1,0,,,0.0,0.0,0.0,6.989436402227564e-05,False,0.039460182189941406,240,160,0,1,2756469.9409523797,419419.99450757576,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.1,0.8,0.95,1.0,8880596.396072749,2355678.7071428574,96,0,29,13,8.32859866126265,146.2258781249679,8880596.396072749,8912978.87414987,8880596.396072749,-0.0036464305585874306,False,10.680333137512207,96,0,13,29,2355678.7071428574,0.0,420076.76666666666,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.1,0.8,0.95,1.0,13705394.186486518,2239694.0238095243,120,0,33,22,15.283223930452401,233.17280126137774,13705394.186486518,13726254.103510756,13705394.186486518,-0.001522022405222453,False,10.926428079605103,120,0,22,33,2239694.0238095243,0.0,420161.26666666666,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.8,0.95,1.0,18654922.63276682,2351082.4000000004,128,0,34,13,22.005821856836814,319.5617003681235,18654922.63276682,18711105.25296363,18654922.63276682,-0.003011678006003896,False,14.537469863891602,128,0,13,34,2351082.4000000004,0.0,420062.73333333334,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.8,0.95,1.0,55911412.17619567,3036072.2738095243,115,0,17,115,18.72918733624749,,55911412.17619567,55911412.17619567,55911412.17619567,0.0,False,0.31352996826171875,115,0,115,17,3036072.2738095243,0.0,420163.56666666665,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.8,0.95,1.0,31603437.159770057,3032347.4404761908,112,0,20,112,10.325398844225042,,31603437.159770057,31603437.159765948,31603437.159770057,1.3001735154409349e-13,False,0.3190021514892578,112,0,112,20,3032347.4404761908,0.0,420185.81666666665,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.8,0.95,1.0,27468360.96881906,3010071.2738095243,110,0,19,110,8.507157914915426,,27468360.96881906,27468360.968819052,27468360.96881906,2.7124227053013527e-16,False,0.31310606002807617,110,0,110,19,3010071.2738095243,0.0,420187.6333333333,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.8,0.95,1.0,928288.6837577386,2601401.6785714286,61,0,28,61,,,928288.6837577386,928288.6837577386,928288.6837577386,0.0,False,0.08345794677734375,61,0,61,28,2601401.6785714286,0.0,420198.2655844155,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p95__d1__expid0__73111a0987,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.8,0.95,1.0,0.0,2756580.274285713,240,160,1,0,,,0.0,0.0,0.0,6.989436402227564e-05,False,0.03899502754211426,240,160,0,1,2756580.274285713,419419.99450757576,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.1,0.8,0.9,0.8,7842650.72104766,1916572.6904761908,209,0,57,18,8.32859866126265,146.2258781249679,7842650.72104766,7842650.721047659,7842650.72104766,1.187509947518188e-16,False,9.991428852081299,209,0,18,57,1916572.6904761908,0.0,420110.26666666666,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.1,0.8,0.9,0.8,11891864.67467463,2087233.3571428573,128,0,44,20,15.283223930452401,233.17280126137774,11891864.67467463,12134824.431337444,11891864.67467463,-0.020430753570567478,False,13.438723087310791,128,0,20,44,2087233.3571428573,0.0,420159.54666666663,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.8,0.9,0.8,16029944.988832096,2037088.523809524,208,0,55,21,22.005821856836814,319.5617003681235,16029944.988832096,16088729.773611382,16029944.988832096,-0.0036671856840582292,False,16.615079164505005,208,0,21,55,2037088.523809524,0.0,420140.85333333333,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.8,0.9,0.8,52231985.56483351,3032787.7738095243,123,0,18,123,18.72918733624749,,52231985.56483351,52231985.5648335,52231985.56483351,1.4264402389366792e-16,False,0.3030669689178467,123,0,123,18,3032787.7738095243,0.0,420114.8533333334,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.8,0.9,0.8,29635319.771130886,3008638.4404761908,123,0,21,123,10.325398844225042,,29635319.771130886,29635319.771130897,29635319.771130886,-3.771132210381164e-16,False,0.3301229476928711,123,0,123,21,3008638.4404761908,0.0,420198.7866666667,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.8,0.9,0.8,25987923.2289506,2993515.8404761907,136,0,25,136,8.507157914915426,,25987923.2289506,25987923.228950445,25987923.2289506,6.020573139184172e-15,False,0.30325794219970703,136,0,136,25,2993515.8404761907,0.0,420175.19999999995,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.8,0.9,0.8,888753.9530047821,2491027.8452380956,87,0,39,87,,,888753.9530047821,888753.9530047821,888753.9530047821,0.0,False,0.07357096672058105,87,0,87,39,2491027.8452380956,0.0,420215.97047619044,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p8__expid0__19f432b2c1,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.8,0.9,0.8,0.0,2734779.754285713,240,160,0,0,,,0.0,0.0,0.0,1.7757120578194157e-05,False,0.0427088737487793,240,160,0,0,2734779.754285713,420091.37795454543,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.1,0.8,0.9,0.9,8417282.77982702,2018201.8571428573,191,0,52,27,8.32859866126265,146.2258781249679,8417282.77982702,8417282.779827023,8417282.77982702,-4.425763510511965e-16,False,9.683145999908447,191,0,27,52,2018201.8571428573,0.0,420179.7,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.1,0.8,0.9,0.9,12901829.179733116,2065861.8571428573,203,0,48,13,15.283223930452401,233.17280126137774,12901829.179733116,12901829.179733112,12901829.179733116,2.8874125107111165e-16,False,13.472030878067017,203,0,13,48,2065861.8571428573,0.0,419881.89,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.8,0.9,0.9,17562818.26872971,2283375.5238095243,115,0,35,16,22.005821856836814,319.5617003681235,17562818.26872971,17632127.36001047,17562818.26872971,-0.003946353610238383,False,18.323094606399536,115,0,16,35,2283375.5238095243,0.0,420056.55000000005,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.8,0.9,0.9,54268429.93871592,3032787.7738095243,121,0,18,121,18.72918733624749,,54268429.93871592,54268429.938715905,54268429.93871592,2.745825005564965e-16,False,0.30759668350219727,121,0,121,18,3032787.7738095243,0.0,420116.91000000003,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.8,0.9,0.9,30724176.85771258,3034881.540476191,113,0,18,113,10.325398844225042,,30724176.85771258,30724176.85771259,30724176.85771258,-2.4249894900124997e-16,False,0.7303180694580078,113,0,113,18,3034881.540476191,0.0,420152.9004545455,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.8,0.9,0.9,26804526.587927125,3006910.2738095243,117,0,21,117,8.507157914915426,,26804526.587927125,26804526.58792712,26804526.587927125,1.3897989528902186e-16,False,0.31429195404052734,117,0,117,21,3006910.2738095243,0.0,420206.43000000005,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.8,0.9,0.9,910667.5143449567,2525798.378571429,68,0,33,68,,,910667.5143449567,910667.5143449567,910667.5143449567,0.0,False,0.07167792320251465,68,0,68,33,2525798.378571429,0.0,420203.99902597396,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d0p9__expid0__21592b17f3,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.8,0.9,0.9,0.0,2734779.754285713,240,160,0,0,,,0.0,0.0,0.0,1.7757120578194157e-05,False,0.042230844497680664,240,160,0,0,2734779.754285713,420091.37795454543,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.1,0.8,0.9,1.0,8887374.157364193,2358305.2785714287,100,0,30,11,8.32859866126265,146.2258781249679,8887374.157364193,8887374.157364003,8887374.157364193,2.1377495968719806e-14,False,6.452479124069214,100,0,11,30,2358305.2785714287,0.0,420186.1666666667,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.1,0.8,0.9,1.0,13728306.175160222,2246425.7785714287,152,0,44,12,15.283223930452401,233.17280126137774,13728306.175160222,13808737.597082157,13728306.175160222,-0.0058588015808873975,False,15.579386949539185,152,0,12,44,2246425.7785714287,0.0,419934.2666666667,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.8,0.9,1.0,18723536.618767112,2502551.6785714286,99,0,29,22,22.005821856836814,319.5617003681235,18723536.618767112,18747237.17498381,18723536.618767112,-0.001265816212998052,False,17.85335111618042,99,0,22,29,2502551.6785714286,0.0,420192.06666666665,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.8,0.9,1.0,55913586.710228145,3036729.2738095243,115,0,16,115,18.72918733624749,,55913586.710228145,55913586.71022801,55913586.710228145,2.39853063692114e-15,False,0.345501184463501,115,0,115,16,3036729.2738095243,0.0,420178.56666666665,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.8,0.9,1.0,31602838.8561884,3034314.9404761908,113,0,19,113,10.325398844225042,,31602838.8561884,31602838.856188342,31602838.8561884,1.8860534981248675e-15,False,0.31683897972106934,113,0,113,19,3034314.9404761908,0.0,420215.58939393936,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.8,0.9,1.0,27468569.192482628,3009414.2738095243,112,1,20,111,8.507157914915426,,27468569.192482628,27468569.192482583,27468569.192482628,1.6274412863767601e-15,False,0.3104367256164551,112,1,111,20,3009414.2738095243,148.29545454545456,420030.13333333336,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.8,0.9,1.0,928342.586293247,2605870.1785714286,64,1,28,63,,,928342.586293247,928342.586293247,928342.586293247,0.0,False,0.0786890983581543,64,1,63,28,2605870.1785714286,341.1,419846.1941558441,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p8__g0p9__d1__expid0__c0af223c6d,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.8,0.9,1.0,0.0,2734779.754285713,240,160,0,0,,,0.0,0.0,0.0,1.7757120578194157e-05,False,0.44200801849365234,240,160,0,0,2734779.754285713,420091.37795454543,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.8,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.1,0.9,0.8,0.8,7760923.482462751,1939842.1904761908,162,0,47,15,8.32859866126265,146.2258781249679,7760923.482462751,7760923.482462569,7760923.482462751,2.3400295397885976e-14,False,10.937358140945435,162,0,15,47,1939842.1904761908,0.0,420157.06666666665,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.1,0.9,0.8,0.8,11915108.83024871,2087233.3571428573,129,0,44,19,15.283223930452401,233.17280126137774,11915108.83024871,11915108.830248706,11915108.83024871,3.1265264560610434e-16,False,14.936261892318726,129,0,19,44,2087233.3571428573,0.0,420211.41333333333,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.9,0.8,0.8,15922611.082859814,2096217.6238095239,136,0,40,33,22.005821856836814,319.5617003681235,15922611.082859814,16045205.048060946,15922611.082859814,-0.007699363161177786,False,17.664248943328857,136,0,33,40,2096217.6238095239,0.0,420150.3466666667,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.9,0.8,0.8,52231985.56483351,3032787.7738095243,123,0,18,123,18.72918733624749,,52231985.56483351,52231985.5648335,52231985.56483351,1.4264402389366792e-16,False,0.34847116470336914,123,0,123,18,3032787.7738095243,0.0,420114.8533333334,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.9,0.8,0.8,29635319.771130886,3008638.4404761908,123,0,21,123,10.325398844225042,,29635319.771130886,29635319.771130897,29635319.771130886,-3.771132210381164e-16,False,0.3252589702606201,123,0,123,21,3008638.4404761908,0.0,420198.7866666667,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.9,0.8,0.8,25987923.2289506,2993515.8404761907,136,0,25,136,8.507157914915426,,25987923.2289506,25987923.228950445,25987923.2289506,6.020573139184172e-15,False,0.3305981159210205,136,0,136,25,2993515.8404761907,0.0,420175.19999999995,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.9,0.8,0.8,888753.9530047821,2491027.8452380956,87,0,39,87,,,888753.9530047821,888753.9530047821,888753.9530047821,0.0,False,0.07662796974182129,87,0,87,39,2491027.8452380956,0.0,420215.97047619044,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p8__expid0__92c2bb79e2,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.9,0.8,0.8,0.0,2609673.216428572,240,160,0,0,,,0.0,0.0,0.0,6.155834679482247e-05,False,0.05345416069030762,240,160,0,0,2609673.216428572,419900.79818181816,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.1,0.9,0.8,0.9,8442897.958898785,2088834.023809524,114,0,37,0,8.32859866126265,146.2258781249679,8442897.958898785,8423205.691682266,8442897.958898785,0.0023324061610578797,True,121.25909304618835,114,0,0,37,2088834.023809524,0.0,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.1,0.9,0.8,0.9,12996786.520621108,2245221.873809524,120,1,33,0,15.283223930452401,233.17280126137774,12996786.520621108,12876470.730578832,12996786.520621108,0.009257349103286322,True,120.01967906951904,120,1,0,33,2245221.873809524,43344.8,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.1,0.9,0.8,0.9,17447904.494137496,2329533.123809524,105,0,31,15,22.005821856836814,319.5617003681235,17447904.494137496,17534199.533528425,17447904.494137496,-0.004945868394678812,False,89.30844497680664,105,0,15,31,2329533.123809524,0.0,420049.44,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.9,0.8,0.9,54207245.85165574,3036072.273809524,117,65,17,52,18.72918733624749,,54207245.85165574,54207245.85165568,54207245.85165574,1.0995696947693208e-15,False,0.3357863426208496,117,65,52,17,3036072.273809524,259741.82666666666,160418.95500000002,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.9,0.8,0.9,30701793.066185404,3034314.9404761908,114,30,19,84,10.325398844225042,,30701793.066185404,30701793.066185404,30701793.066185404,0.0,False,0.32449889183044434,114,30,84,19,3034314.9404761908,143200.36000000002,276990.69,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.9,0.8,0.9,26773322.919943806,2994082.4404761908,129,79,24,50,8.507157914915426,,26773322.919943806,26773322.919943806,26773322.919943806,0.0,False,0.33379507064819336,129,79,50,24,2994082.4404761908,273208.6533333333,146954.17500000002,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p8__d0p9__expid0__1b1a3645b0,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.9,0.8,0.9,910110.6187475205,2525436.928571429,78,56,16,22,,,910110.6187475205,910110.6187475205,910110.6187475205,0.0,False,0.0845339298248291,78,56,22,16,2525436.928571429,191823.36952380952,228393.07831168832,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.8,5,grid,,,
