scenario_slug,exp_id,method,method_slug,mht_method,alpha,B_budget_multiplier,C_budget_multiplier,W_cap_multiplier,effective_alpha,gamma_i_multiplier,delta,opt_cost,true_cost,x_size,y_size,z_star_size,z_size,avg_circuit_bound_width,avg_group_bound_width,worst_value,best_lower,best_upper,gap,timed_out,elapsed_sec,x_sum,y_sum,z_sum,z_star_sum,eval_cost,W_used_fasttrip_opt,W_used_psps_opt,B_budget,C_budget,W_cap,B_budget_fraction,C_budget_fraction,W_cap_fraction,alpha_effective,gamma,K_groups,grouping_method,population_psps_actual,population_fast_trip,population_psps
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p9__d1__expid0__7973c6aa1f,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.1,0.9,0.9,1.0,55912120.151387304,3036072.2738095243,116,1,17,115,18.72918733624749,,55912120.151387304,55912120.1513873,55912120.151387304,1.3325519720501892e-16,False,0.32512378692626953,116,1,115,17,3036072.2738095243,1769.4,418383.56666666665,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p9__d1__expid0__7973c6aa1f,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.1,0.9,0.9,1.0,31604176.769413292,3034881.540476191,110,1,18,109,10.325398844225042,,31604176.769413292,31604176.76941329,31604176.769413292,1.1787335343812125e-16,False,0.7969050407409668,110,1,109,18,3034881.540476191,7650.900000000001,412554.7166666666,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p9__d1__expid0__7973c6aa1f,0,CI,ci,ci,0.4,0.2,0.3,0.1,0.9,0.9,1.0,27467241.920726165,3006910.2738095243,111,2,21,109,8.507157914915426,,27467241.920726165,27467241.920726158,27467241.920726165,2.712533212627289e-16,False,0.3252987861633301,111,2,109,21,3006910.2738095243,14724.6,405491.9666666667,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p9__d1__expid0__7973c6aa1f,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.1,0.9,0.9,1.0,928310.1247799684,2604396.178571428,64,2,29,62,,,928310.1247799684,928310.1247799684,928310.1247799684,0.0,False,0.08639001846313477,64,2,62,29,2604396.178571428,1004.4000000000001,419209.1941558441,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p1__ae0p9__g0p9__d1__expid0__7973c6aa1f,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.1,0.9,0.9,1.0,0.0,2690167.4164285716,240,160,0,0,,,0.0,0.0,0.0,1.7757120578194157e-05,False,0.04247927665710449,240,160,0,0,2690167.4164285716,420091.37795454543,0.0,160.60000000000002,240.89999999999998,420218.6573917749,0.2,0.3,0.1,0.9,0.9,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.7,0.8,0.8,4560769.829765925,1390774.873809524,240,0,100,0,8.32859866126265,146.2258781249679,4560769.829765925,2637503.437845463,4560769.829765925,0.4216977536047179,True,120.0070059299469,240,0,0,100,1390774.873809524,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.7,0.8,0.8,6712315.285049333,1503639.6119047622,240,0,97,0,15.283223930452401,233.17280126137774,6712315.285049333,4094167.3296449785,6712315.285049333,0.39005139720356746,True,120.02805709838867,240,0,0,97,1503639.6119047622,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.7,0.8,0.8,8375965.109596695,1508614.6619047623,240,0,86,0,22.005821856836814,319.5617003681235,8375965.109596695,5280142.76900269,8375965.109596695,0.3696078362416996,True,120.00719285011292,240,0,0,86,1508614.6619047623,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.7,0.8,0.8,36518711.21089037,2802874.3404761907,210,0,28,210,18.72918733624749,,36518711.21089037,36518711.21089017,36518711.21089037,5.508564498764487e-15,False,0.3184189796447754,210,0,210,28,2802874.3404761907,0.0,840409.2980952382,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.7,0.8,0.8,21006001.734807696,2664035.7452380955,213,0,43,213,10.325398844225042,,21006001.734807696,21006001.734807655,21006001.734807696,1.9507850089900127e-15,False,0.30611729621887207,213,0,213,43,2664035.7452380955,0.0,840409.2410389611,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.7,0.8,0.8,19277176.73506874,2742277.3404761907,220,0,35,220,8.507157914915426,,19277176.73506874,19277176.735068694,19277176.73506874,2.3189849943233174e-15,False,0.31141018867492676,220,0,220,35,2742277.3404761907,0.0,840429.6200865802,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.7,0.8,0.8,708339.1062144209,2133773.066666667,207,0,74,207,,,708339.1062144209,708339.1062144209,708339.1062144209,0.0,False,0.06935787200927734,207,0,207,74,2133773.066666667,0.0,840419.7791341993,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p8__expid0__2236c35d5a,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.7,0.8,0.8,0.0,2327786.268571429,240,160,35,0,,,0.0,0.0,0.0,0.0,False,0.03825807571411133,240,160,0,35,2327786.268571429,733435.1981818182,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.7,0.8,0.9,3884867.677850024,1389910.1952380957,231,0,94,66,8.32859866126265,146.2258781249679,3884867.677850024,3957264.8019469203,3884867.677850024,-0.01863567310404836,False,31.92210578918457,231,0,66,94,1389910.1952380957,0.0,840411.96,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.7,0.8,0.9,6385500.425369102,1525197.4500000004,240,0,92,0,15.283223930452401,233.17280126137774,6385500.425369102,4275100.726735224,6385500.425369102,0.33049871710123485,True,120.0077109336853,240,0,0,92,1525197.4500000004,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.7,0.8,0.9,8302435.0416257465,1531126.5000000002,240,0,85,0,22.005821856836814,319.5617003681235,8302435.0416257465,5579324.16242048,8302435.0416257465,0.32798942304907686,True,120.01423001289368,240,0,0,85,1531126.5000000002,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.7,0.8,0.9,39609030.7168788,2973779.007142857,216,0,29,216,18.72918733624749,,39609030.7168788,39609030.71687881,39609030.7168788,-1.8810307806267205e-16,False,0.31890010833740234,216,0,216,29,2973779.007142857,0.0,840431.9903571429,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.7,0.8,0.9,22617678.681839902,2779226.2452380955,187,0,32,187,10.325398844225042,,22617678.681839902,22617678.68183986,22617678.681839902,1.8117771438668066e-15,False,0.3427248001098633,187,0,187,32,2779226.2452380955,0.0,840408.9975974027,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.7,0.8,0.9,20614247.377965543,2789804.3404761907,190,0,30,190,8.507157914915426,,20614247.377965543,20614247.377965532,20614247.377965543,5.421430474988657e-16,False,0.3380701541900635,190,0,190,30,2789804.3404761907,0.0,840431.0057142857,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.7,0.8,0.9,745843.904822134,2229985.1500000004,163,0,57,163,,,745843.904822134,745843.904822134,745843.904822134,0.0,False,0.08181095123291016,163,0,163,57,2229985.1500000004,0.0,840430.2836688311,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d0p9__expid0__d6aaad7562,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.7,0.8,0.9,0.0,2341175.6135714287,240,160,31,0,,,0.0,0.0,0.0,0.0,False,0.03804802894592285,240,160,0,31,2341175.6135714287,733435.1981818182,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.7,0.8,1.0,4745184.4226065185,1479158.140476191,240,0,95,54,8.32859866126265,146.2258781249679,4745184.4226065185,4768099.054206924,4745184.4226065185,-0.00482902866561678,False,19.721062183380127,240,0,54,95,1479158.140476191,0.0,840213.6,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.7,0.8,1.0,6397792.759653168,1557359.623809524,236,1,87,47,15.283223930452401,233.17280126137774,6397792.759653168,6522642.26139065,6397792.759653168,-0.019514464820559484,False,47.42101001739502,236,1,47,87,1557359.623809524,4552.8,835856.7666666667,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.7,0.8,1.0,7942203.960599683,1619170.473809524,240,0,70,49,22.005821856836814,319.5617003681235,7942203.960599683,8018897.6678875275,7942203.960599683,-0.009656476674272345,False,39.89462924003601,240,0,49,70,1619170.473809524,0.0,840013.1333333334,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.7,0.8,1.0,42289277.47410759,2994264.3404761907,199,0,27,199,18.72918733624749,,42289277.47410759,42289277.47410766,42289277.47410759,-1.5856318522672864e-15,False,0.3239150047302246,199,0,199,27,2994264.3404761907,0.0,840377.4892857142,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.7,0.8,1.0,24067284.678862378,2797643.7452380955,160,1,28,159,10.325398844225042,,24067284.678862378,24067284.678862374,24067284.678862378,1.5478648082530607e-16,False,0.3282968997955322,160,1,159,28,2797643.7452380955,131.81818181818184,840305.2595238095,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.7,0.8,1.0,21779210.49698395,2792259.3404761907,175,0,29,175,8.507157914915426,,21779210.49698395,21779210.496983938,21779210.49698395,5.13143986414632e-16,False,0.3284621238708496,175,0,175,29,2792259.3404761907,0.0,840360.2285714287,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.7,0.8,1.0,777539.4211621763,2349871.5785714285,146,0,49,146,,,777539.4211621763,777539.4211621763,777539.4211621763,0.0,False,0.08528900146484375,146,0,146,49,2349871.5785714285,0.0,840391.1977272728,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p8__d1__expid0__edd8509844,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.7,0.8,1.0,0.0,2351903.4171428573,240,160,29,0,,,0.0,0.0,0.0,0.0,False,0.0378270149230957,240,160,0,29,2351903.4171428573,733435.1981818182,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.8,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.7,0.95,0.8,4310863.841534443,1288700.5404761909,240,0,100,0,8.32859866126265,146.2258781249679,4310863.841534443,2637189.6244605123,4310863.841534443,0.38824566922025305,True,120.02401995658875,240,0,0,100,1288700.5404761909,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.7,0.95,0.8,6769040.122583868,1436014.278571429,240,0,98,0,15.283223930452401,233.17280126137774,6769040.122583868,4094265.3169374038,6769040.122583868,0.3951483160400375,True,120.03982090950012,240,0,0,98,1436014.278571429,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.7,0.95,0.8,8313077.780685641,1511440.6619047623,240,0,90,0,22.005821856836814,319.5617003681235,8313077.780685641,5280477.078189806,8313077.780685641,0.36479878842727653,True,120.00696015357971,240,0,0,90,1511440.6619047623,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.7,0.95,0.8,36518711.21089037,2802874.3404761907,210,0,28,210,18.72918733624749,,36518711.21089037,36518711.21089017,36518711.21089037,5.508564498764487e-15,False,0.32662105560302734,210,0,210,28,2802874.3404761907,0.0,840409.2980952382,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.7,0.95,0.8,21006001.734807696,2664035.7452380955,213,0,43,213,10.325398844225042,,21006001.734807696,21006001.734807655,21006001.734807696,1.9507850089900127e-15,False,0.31514811515808105,213,0,213,43,2664035.7452380955,0.0,840409.2410389611,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.7,0.95,0.8,19277176.73506874,2742277.3404761907,220,0,35,220,8.507157914915426,,19277176.73506874,19277176.735068694,19277176.73506874,2.3189849943233174e-15,False,0.31240200996398926,220,0,220,35,2742277.3404761907,0.0,840429.6200865802,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.7,0.95,0.8,708339.1062144209,2133773.066666667,207,0,74,207,,,708339.1062144209,708339.1062144209,708339.1062144209,0.0,False,0.06696224212646484,207,0,207,74,2133773.066666667,0.0,840419.7791341993,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p8__expid0__db35c77f3d,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.7,0.95,0.8,0.0,2433803.4921428575,240,160,7,0,,,0.0,0.0,0.0,5.744528081988218e-05,False,0.04175209999084473,240,160,0,7,2433803.4921428575,822052.572840909,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.7,0.95,0.9,3856453.8027336765,1478812.6119047625,240,0,103,61,8.32859866126265,146.2258781249679,3856453.8027336765,3952655.726098901,3856453.8027336765,-0.024945695783268856,False,27.852888107299805,240,0,61,103,1478812.6119047625,0.0,839718.99,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.7,0.95,0.9,6674282.897995497,1538684.9738095242,240,0,86,0,15.283223930452401,233.17280126137774,6674282.897995497,4274677.519056229,6674282.897995497,0.3595300672166514,True,120.02884888648987,240,0,0,86,1538684.9738095242,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.7,0.95,0.9,7847753.532111701,1563952.966666667,240,0,82,0,22.005821856836814,319.5617003681235,7847753.532111701,5788507.077997418,7847753.532111701,0.26239948103469213,True,120.00675892829895,240,0,0,82,1563952.966666667,0.0,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.7,0.95,0.9,39609030.7168788,2973779.007142857,216,0,29,216,18.72918733624749,,39609030.7168788,39609030.71687884,39609030.7168788,-9.405153903133602e-16,False,0.30982184410095215,216,0,216,29,2973779.007142857,0.0,840431.9903571429,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.7,0.95,0.9,22617837.87174034,2781476.411904762,182,0,31,182,10.325398844225042,,22617837.87174034,22617837.87174032,22617837.87174034,9.882351229822312e-16,False,0.3143579959869385,182,0,182,31,2781476.411904762,0.0,840427.3521428572,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.7,0.95,0.9,20614247.377965543,2789804.3404761907,190,0,30,190,8.507157914915426,,20614247.377965543,20614247.377965532,20614247.377965543,5.421430474988657e-16,False,0.31305909156799316,190,0,190,30,2789804.3404761907,0.0,840431.0057142857,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.7,0.95,0.9,745843.6992295384,2222583.8285714285,165,0,58,165,,,745843.6992295384,745843.6992295384,745843.6992295384,0.0,False,0.06997919082641602,165,0,165,58,2222583.8285714285,0.0,840432.2229545454,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d0p9__expid0__829de99b56,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.7,0.95,0.9,0.0,2437261.8635714287,240,160,9,0,,,0.0,0.0,0.0,5.744528081988218e-05,False,0.04285001754760742,240,160,0,9,2437261.8635714287,822052.572840909,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,Group Conformal (random),group_conformal_random,group_conformal_random,0.4,0.2,0.3,0.2,0.7,0.95,1.0,4687202.364123638,1502963.7952380956,196,0,82,59,8.32859866126265,146.2258781249679,4687202.364123638,4687202.364123639,4687202.364123638,-1.986947655053095e-16,False,18.879531145095825,196,0,59,82,1502963.7952380956,0.0,840338.9333333333,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,Group Conformal (fixed),group_conformal_fixed,group_conformal_fixed,0.4,0.2,0.3,0.2,0.7,0.95,1.0,6355412.229877252,1597579.523809524,187,0,75,43,15.283223930452401,233.17280126137774,6355412.229877252,6454094.329294274,6355412.229877252,-0.015527253913303974,False,47.95026421546936,187,0,43,75,1597579.523809524,0.0,839837.4333333333,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,Group Conformal (oracle),group_conformal_oracle,group_conformal_oracle,0.4,0.2,0.3,0.2,0.7,0.95,1.0,7808417.884736426,1560831.123809524,240,0,73,48,22.005821856836814,319.5617003681235,7808417.884736426,7916000.481701487,7808417.884736426,-0.013777771445270443,False,41.00966787338257,240,0,48,73,1560831.123809524,0.0,840396.75,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,Bonferroni,bonferroni,bonferroni,0.4,0.2,0.3,0.2,0.7,0.95,1.0,42289277.47410759,2994264.3404761907,199,0,27,199,18.72918733624749,,42289277.47410759,42289277.47410765,42289277.47410759,-1.409450535348699e-15,False,0.30736827850341797,199,0,199,27,2994264.3404761907,0.0,840377.4892857142,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,MaxRank,maxrank,maxrank,0.4,0.2,0.3,0.2,0.7,0.95,1.0,24069099.573465936,2797643.7452380955,158,0,28,158,10.325398844225042,,24069099.573465936,24069099.573465608,24069099.573465936,1.3620183225551455e-14,False,0.3276522159576416,158,0,158,28,2797643.7452380955,0.0,840335.6595238096,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,CI,ci,ci,0.4,0.2,0.3,0.2,0.7,0.95,1.0,21779210.49698395,2792259.3404761907,175,0,29,175,8.507157914915426,,21779210.49698395,21779210.496983938,21779210.49698395,5.13143986414632e-16,False,0.32822680473327637,175,0,175,29,2792259.3404761907,0.0,840360.2285714287,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,Co-Optimized,co_optimized,co_optimized,0.4,0.2,0.3,0.2,0.7,0.95,1.0,777506.4560761647,2330737.5785714285,147,0,49,147,,,777506.4560761647,777506.4560761647,777506.4560761647,0.0,False,0.08260297775268555,147,0,147,49,2330737.5785714285,0.0,840416.1977272728,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
a0p4__C0p3__B0p2__W0p2__ae0p7__g0p95__d1__expid0__e56d5c4c38,0,Planning-only,planning_only,planning_only,0.4,0.2,0.3,0.2,0.7,0.95,1.0,0.0,2439989.7921428573,240,160,5,0,,,0.0,0.0,0.0,5.744528081988218e-05,False,0.04288601875305176,240,160,0,5,2439989.7921428573,822052.572840909,0.0,160.60000000000002,240.89999999999998,840437.3147835498,0.2,0.3,0.2,0.7,0.95,5,grid,,,
